District,Crop,Season,Year,Area_Cultivated,Rainfall,Temperature,Population,Production,Demand
Visakhapatnam,Groundnut,Summer,2010,10745,635.5,36.15,3600000,16931.84,73621.25
Vizianagaram,Chilies,Summer,2021,25335,518.42,26.03,3300000,39814.2,18093.17
YSR Kadapa,Maize,Kharif,2015,3689,765.72,29.25,3300000,17707.8,185646.65
Prakasam,Maize,Kharif,2013,3988,1059.03,32.22,3300000,12416.22,182786.28
Kurnool,Maize,Kharif,2014,36919,692.64,36.04,4200000,106196.19,244982.73
Kurnool,Cotton,Rabi,2020,45487,690.01,30.39,4200000,31443.04,58877.74
Krishna,Groundnut,Summer,2014,49426,1114.82,27.98,4200000,91973.96,104349.64
Kurnool,Maize,Summer,2011,10013,818.57,35.87,4200000,31147.41,170540.99
West Godavari,Maize,Kharif,2017,40113,809.57,26.96,4300000,144150.42,198029.32
Sri Potti Sriramulu Nellore,Chilies,Kharif,2011,4574,535.72,23.27,3100000,8140.34,16186.11
Visakhapatnam,Chilies,Rabi,2013,33480,846.95,29.12,3600000,79078.94,26357.95
Sri Potti Sriramulu Nellore,Maize,Summer,2021,8838,818.32,34.56,3100000,33687.46,132471.61
Visakhapatnam,Rice,Rabi,2022,29363,657.17,22.49,3600000,109649.98,466950.05
Srikakulam,Cotton,Summer,2014,32368,1191.63,31.37,3000000,24408.83,24694.96
Visakhapatnam,Chilies,Rabi,2023,33228,1093.7,31.51,3600000,68507.78,18967.97
Sri Potti Sriramulu Nellore,Rice,Kharif,2010,47097,974.63,36.86,3100000,121563.27,415122.28
YSR Kadapa,Cotton,Rabi,2015,29639,783.61,26.58,3300000,21919.05,34344.77
Visakhapatnam,Maize,Rabi,2011,15823,715.85,26.46,3600000,76777.22,198215.54
Srikakulam,Groundnut,Kharif,2023,24510,466.41,29.05,3000000,40979.76,86022.79
Srikakulam,Sugarcane,Summer,2014,39333,575.16,27.71,3000000,3549284.84,507791.02
Anantapur,Sugarcane,Summer,2015,5435,996.56,33.78,3300000,446173.39,771779.99
Visakhapatnam,Maize,Kharif,2020,39418,708.37,32.27,3600000,153084.66,190145.93
Vizianagaram,Chilies,Rabi,2017,21553,1094.04,34.14,3300000,47665.25,24332.02
Krishna,Rice,Rabi,2018,8436,433.12,35.12,4200000,34413.98,569344.81
Guntur,Groundnut,Rabi,2022,37476,757.51,36.77,2100000,48445.8,37189.06
Chittoor,Cotton,Summer,2021,48219,882.27,28.89,2000000,28391.76,28983.74
Srikakulam,Maize,Rabi,2015,35477,765.16,37.76,3000000,133891.38,142177.4
East Godavari,Groundnut,Summer,2014,25244,1100.3,25.45,2100000,29793.12,36093.64
Guntur,Groundnut,Rabi,2021,43721,1190.61,33.43,2100000,56816.18,49522.84
West Godavari,Chilies,Kharif,2013,2692,404.25,30.54,4300000,6827.49,28286.31
Prakasam,Cotton,Kharif,2011,16523,416.96,35.07,3300000,15971.13,42940.78
Visakhapatnam,Groundnut,Summer,2011,33326,417.29,29.63,3600000,52762.3,84516.43
Sri Potti Sriramulu Nellore,Chilies,Summer,2016,48090,913.06,34.54,3100000,90481.72,17746.2
Chittoor,Rice,Kharif,2014,43205,635.41,36.88,2000000,129835.08,295736.15
East Godavari,Chilies,Kharif,2016,1125,959.98,33.72,2100000,2346.47,14431.11
Guntur,Rice,Rabi,2022,46712,664.92,34.42,2100000,166744.86,270700.09
Visakhapatnam,Rice,Kharif,2020,2199,864.85,23.07,3600000,8993.12,337193.29
Anantapur,Groundnut,Summer,2010,39860,992.87,25.28,3300000,75144.8,90673.41
Prakasam,Chilies,Kharif,2010,17375,793.39,37.59,3300000,31183.34,21859.97
Chittoor,Rice,Summer,2014,3711,785.55,33.09,2000000,10699.64,298883.72
Krishna,Cotton,Summer,2011,33437,379.41,30.98,4200000,25189.56,37510.06
Anantapur,Groundnut,Rabi,2017,29022,669.7,27.87,3300000,41901.59,85846.65
East Godavari,Chilies,Rabi,2023,10182,791.2,22.71,2100000,14741.95,15596.26
West Godavari,Chilies,Rabi,2012,28641,715.78,27.91,4300000,69713.22,24162.03
Chittoor,Sugarcane,Rabi,2010,30530,1110.7,29.98,2000000,2772578.23,525354.92
Anantapur,Chilies,Kharif,2022,23612,1115.88,25.38,3300000,59215.36,24465.53
Prakasam,Groundnut,Rabi,2011,6995,1039.73,24.77,3300000,12763.07,78093.8
Krishna,Cotton,Kharif,2019,41950,637.77,30.13,4200000,43479.0,54151.82
Anantapur,Chilies,Rabi,2019,39270,945.57,31.37,3300000,97757.56,13431.98
Kurnool,Sugarcane,Rabi,2016,13920,655.76,25.84,4200000,1084527.25,977563.08
Krishna,Groundnut,Summer,2015,23144,509.33,31.4,4200000,27774.67,82241.06
East Godavari,Rice,Kharif,2021,19882,608.61,36.41,2100000,55238.86,187292.96
West Godavari,Maize,Summer,2017,3565,363.87,29.57,4300000,10399.36,278644.01
Prakasam,Maize,Rabi,2016,24373,598.6,35.72,3300000,92334.53,136514.84
Vizianagaram,Rice,Kharif,2023,44557,714.67,36.84,3300000,184846.08,473023.85
Visakhapatnam,Chilies,Rabi,2019,6024,1159.93,23.48,3600000,11977.85,20923.95
Sri Potti Sriramulu Nellore,Maize,Summer,2022,25691,582.07,23.53,3100000,94521.61,194332.97
YSR Kadapa,Maize,Kharif,2017,34799,1112.21,29.62,3300000,106560.32,161271.72
YSR Kadapa,Rice,Summer,2012,2241,505.97,31.41,3300000,5734.01,306086.59
Sri Potti Sriramulu Nellore,Chilies,Rabi,2015,35510,471.87,28.81,3100000,66723.82,15044.73
Sri Potti Sriramulu Nellore,Chilies,Rabi,2022,39477,767.1,27.22,3100000,60001.51,14920.38
Chittoor,Rice,Rabi,2016,23383,905.26,32.26,2000000,62373.01,281030.23
East Godavari,Chilies,Kharif,2019,48507,339.9,22.03,2100000,90922.4,14186.94
Prakasam,Chilies,Summer,2020,12830,498.96,37.49,3300000,25703.78,23049.11
Krishna,Groundnut,Summer,2010,29975,710.12,25.71,4200000,36509.99,110410.48
Chittoor,Groundnut,Rabi,2010,47546,597.9,36.67,2000000,79219.82,50019.41
East Godavari,Rice,Summer,2016,27551,941.36,23.74,2100000,91724.25,245597.58
Visakhapatnam,Cotton,Kharif,2022,41928,760.04,25.81,3600000,25329.66,35490.14
Kurnool,Maize,Rabi,2020,24267,444.32,25.76,4200000,105048.98,271688.35
YSR Kadapa,Groundnut,Rabi,2022,13375,1105.02,37.94,3300000,18340.47,59110.2
Prakasam,Maize,Rabi,2012,22513,563.62,22.07,3300000,65863.39,191027.61
Sri Potti Sriramulu Nellore,Sugarcane,Kharif,2012,5403,958.02,32.23,3100000,479868.67,580749.25
Anantapur,Rice,Rabi,2014,5897,1001.92,35.91,3300000,21521.18,380599.4
Vizianagaram,Cotton,Rabi,2020,1163,1166.84,32.76,3300000,917.96,33189.26
Prakasam,Sugarcane,Rabi,2015,37078,748.66,27.8,3300000,3154736.05,552707.61
Srikakulam,Sugarcane,Rabi,2011,18379,854.25,37.33,3000000,1623657.8,691557.79
West Godavari,Chilies,Summer,2012,48759,601.39,36.3,4300000,81153.81,19936.54
East Godavari,Sugarcane,Rabi,2015,31030,910.36,28.94,2100000,2576298.92,383379.58
Guntur,Rice,Kharif,2012,30870,717.05,31.17,2100000,129507.92,224501.79
Visakhapatnam,Groundnut,Rabi,2023,30482,693.89,37.48,3600000,33498.58,75834.07
Kurnool,Rice,Rabi,2014,32058,1069.92,37.72,4200000,126471.46,590885.61
Visakhapatnam,Groundnut,Summer,2018,27871,345.15,29.2,3600000,30844.03,86057.71
Prakasam,Sugarcane,Rabi,2021,27379,1093.77,35.56,3300000,2025396.47,922810.15
YSR Kadapa,Sugarcane,Summer,2012,3251,1066.86,26.83,3300000,250677.93,595838.07
Guntur,Cotton,Kharif,2021,44860,755.73,27.95,2100000,33025.4,22052.46
Srikakulam,Groundnut,Summer,2020,24674,741.18,24.64,3000000,45467.0,71323.84
Krishna,Sugarcane,Rabi,2022,7590,625.63,25.35,4200000,627097.12,762039.3
Anantapur,Chilies,Kharif,2022,32432,1194.76,32.51,3300000,81441.67,14679.06
Guntur,Maize,Rabi,2015,41426,400.05,30.17,2100000,147299.87,132613.02
East Godavari,Cotton,Summer,2020,23127,831.19,25.7,2100000,13190.1,26411.36
Sri Potti Sriramulu Nellore,Rice,Kharif,2014,39015,913.51,28.45,3100000,162070.99,298812.43
Srikakulam,Cotton,Kharif,2014,8715,1140.9,27.97,3000000,5813.16,28769.59
Anantapur,Maize,Summer,2020,4817,1002.18,37.8,3300000,18888.3,218098.99
Vizianagaram,Groundnut,Summer,2023,30493,879.46,35.66,3300000,54447.97,58204.84
Kurnool,Rice,Kharif,2023,18454,405.13,28.21,4200000,53588.27,607439.47
Sri Potti Sriramulu Nellore,Rice,Kharif,2015,5600,636.36,36.62,3100000,17388.05,452791.26
Prakasam,Groundnut,Summer,2015,25690,424.96,27.48,3300000,37126.47,93039.85
Guntur,Cotton,Rabi,2010,43750,1093.09,32.69,2100000,30208.32,19896.96
YSR Kadapa,Sugarcane,Kharif,2020,34762,974.66,37.47,3300000,2376869.12,535762.41
Anantapur,Cotton,Summer,2018,38499,981.78,28.24,3300000,21736.78,48037.56
West Godavari,Maize,Rabi,2014,23452,887.03,32.88,4300000,77608.56,223767.76
Chittoor,Chilies,Kharif,2010,8670,756.34,26.73,2000000,20799.89,10172.87
West Godavari,Sugarcane,Kharif,2017,22151,434.97,26.26,4300000,1470078.63,845529.9
Krishna,Cotton,Summer,2016,18341,596.73,31.19,4200000,15873.67,40789.36
West Godavari,Chilies,Rabi,2016,30604,423.22,37.67,4300000,51376.33,28255.03
Vizianagaram,Chilies,Kharif,2023,9287,952.42,29.25,3300000,20244.31,23686.17
Krishna,Groundnut,Rabi,2014,19538,444.21,37.0,4200000,38098.64,113420.11
Srikakulam,Maize,Rabi,2010,18015,931.9,36.63,3000000,76179.86,190781.34
Kurnool,Maize,Kharif,2018,45644,923.03,26.06,4200000,196637.12,210300.36
Srikakulam,Maize,Rabi,2020,16852,713.37,28.43,3000000,51696.0,177431.16
Chittoor,Sugarcane,Kharif,2018,47258,421.71,32.29,2000000,3116288.07,386350.81
East Godavari,Rice,Rabi,2017,22258,583.32,30.29,2100000,94763.93,184391.54
Kurnool,Sugarcane,Kharif,2014,39330,588.08,23.54,4200000,3305270.5,742732.26
West Godavari,Cotton,Summer,2023,42508,930.35,37.9,4300000,34463.43,52573.45
YSR Kadapa,Chilies,Kharif,2012,3248,402.37,34.04,3300000,8068.5,13644.44
Visakhapatnam,Chilies,Kharif,2017,7192,1046.16,29.0,3600000,11302.4,26663.01
East Godavari,Rice,Kharif,2010,28410,984.91,31.89,2100000,108872.74,314333.57
Kurnool,Cotton,Rabi,2012,10895,467.68,23.4,4200000,7402.76,37993.09
Kurnool,Rice,Summer,2021,7406,947.25,29.92,4200000,28184.86,461626.91
Chittoor,Chilies,Rabi,2020,34924,901.66,36.89,2000000,52556.42,13376.53
Prakasam,Sugarcane,Rabi,2016,48086,973.31,36.35,3300000,4261938.25,969240.87
West Godavari,Maize,Kharif,2023,42303,470.04,27.4,4300000,198282.49,306143.84
Chittoor,Chilies,Rabi,2013,6295,441.83,30.5,2000000,10331.06,9783.29
Kurnool,Groundnut,Kharif,2016,13264,512.84,33.16,4200000,21534.75,72209.58
Anantapur,Maize,Summer,2021,29038,629.28,27.44,3300000,134212.17,165348.24
East Godavari,Chilies,Rabi,2020,39922,1014.3,23.04,2100000,65924.6,11613.7
Chittoor,Sugarcane,Rabi,2022,10136,964.13,30.09,2000000,536395.83,420782.73
Prakasam,Rice,Rabi,2023,14213,1132.91,31.63,3300000,45321.53,442763.77
Guntur,Maize,Kharif,2014,13072,352.77,22.09,2100000,40860.59,102947.41
Srikakulam,Sugarcane,Kharif,2015,44010,310.4,23.53,3000000,3202162.83,840627.59
Kurnool,Cotton,Rabi,2023,37053,929.22,25.32,4200000,28292.75,40233.65
West Godavari,Groundnut,Rabi,2016,28431,551.36,27.57,4300000,41685.02,90553.39
Visakhapatnam,Maize,Summer,2022,43290,600.67,30.66,3600000,177613.34,200423.94
Guntur,Rice,Summer,2019,3003,792.12,26.7,2100000,13550.47,210809.07
Krishna,Cotton,Summer,2021,20999,392.17,26.42,4200000,19748.83,56131.34
YSR Kadapa,Sugarcane,Summer,2016,32279,878.42,35.91,3300000,2435056.84,717210.81
YSR Kadapa,Groundnut,Summer,2016,43747,592.63,24.32,3300000,60254.28,93780.59
Sri Potti Sriramulu Nellore,Rice,Kharif,2016,11438,869.44,29.93,3100000,28673.3,457098.74
Prakasam,Sugarcane,Summer,2020,15227,1050.61,37.25,3300000,820646.37,925230.9
Visakhapatnam,Sugarcane,Summer,2022,4672,454.0,32.0,3600000,372341.7,839403.09
Sri Potti Sriramulu Nellore,Maize,Rabi,2022,8458,1137.79,33.48,3100000,31176.94,179314.21
Prakasam,Maize,Kharif,2016,19539,777.62,28.9,3300000,70392.18,156933.29
West Godavari,Rice,Summer,2012,4479,1130.63,22.32,4300000,19335.19,522275.58
Anantapur,Chilies,Summer,2021,15887,486.96,32.34,3300000,31478.67,24203.98
West Godavari,Chilies,Summer,2012,1051,844.11,32.11,4300000,2605.95,18413.13
Srikakulam,Sugarcane,Rabi,2016,3159,663.5,23.77,3000000,272428.42,796032.11
Guntur,Maize,Rabi,2023,5390,996.8,29.39,2100000,16129.23,147911.16
East Godavari,Groundnut,Rabi,2011,21035,845.32,36.65,2100000,39983.89,62609.08
YSR Kadapa,Groundnut,Summer,2023,29491,745.06,25.28,3300000,33008.08,68265.81
Prakasam,Sugarcane,Rabi,2011,17080,1121.69,29.38,3300000,1528100.75,692275.26
West Godavari,Maize,Summer,2012,35880,639.41,29.38,4300000,139439.58,206581.17
East Godavari,Rice,Kharif,2023,46520,497.98,34.97,2100000,188304.0,283992.35
Srikakulam,Rice,Summer,2013,48361,847.29,35.19,3000000,190199.13,269408.32
Kurnool,Rice,Rabi,2015,23149,861.63,34.15,4200000,81920.59,414723.49
Krishna,Groundnut,Kharif,2022,16339,695.19,27.85,4200000,26265.1,84561.43
Guntur,Maize,Summer,2017,30305,737.95,23.15,2100000,153943.45,111557.4
Srikakulam,Maize,Kharif,2019,2354,1163.6,27.59,3000000,11830.36,164274.81
Srikakulam,Groundnut,Kharif,2019,6620,959.42,32.88,3000000,10849.47,71479.05
West Godavari,Rice,Kharif,2016,4754,399.54,33.24,4300000,18213.57,629460.37
Anantapur,Rice,Summer,2013,17593,490.92,37.44,3300000,52226.07,321121.62
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2011,17167,1178.02,29.26,3100000,1438632.14,834181.74
Krishna,Chilies,Summer,2011,23555,953.82,32.12,4200000,50858.17,26742.94
Guntur,Cotton,Rabi,2013,34005,1123.54,30.63,2100000,32529.16,18505.94
Kurnool,Chilies,Summer,2015,42295,573.48,24.41,4200000,92601.64,28712.54
Kurnool,Maize,Summer,2012,41843,967.68,29.38,4200000,147219.07,181319.93
Chittoor,Maize,Summer,2015,9691,942.6,30.72,2000000,31541.83,131724.84
Srikakulam,Maize,Rabi,2014,10756,565.22,37.21,3000000,32103.63,195157.61
Prakasam,Chilies,Summer,2014,37308,795.73,27.86,3300000,78465.96,21162.59
Anantapur,Cotton,Kharif,2011,10327,864.67,37.68,3300000,7191.15,32791.59
Krishna,Sugarcane,Summer,2017,29520,733.02,30.68,4200000,2228210.92,1009139.79
West Godavari,Chilies,Kharif,2014,44308,1044.46,25.88,4300000,65149.94,28661.75
Kurnool,Cotton,Rabi,2020,41025,1049.58,25.07,4200000,30371.56,52345.2
Guntur,Rice,Rabi,2011,29900,1065.54,24.27,2100000,89615.14,286232.94
Chittoor,Rice,Summer,2016,17533,1023.08,29.25,2000000,56591.29,256303.53
YSR Kadapa,Maize,Summer,2022,32881,739.28,22.35,3300000,96350.54,163698.96
Guntur,Groundnut,Summer,2018,28782,643.29,29.12,2100000,48980.15,38099.86
Anantapur,Maize,Kharif,2018,45488,1048.24,37.81,3300000,140106.39,204993.57
Prakasam,Groundnut,Rabi,2010,2624,741.18,32.72,3300000,2789.21,87900.84
Chittoor,Cotton,Kharif,2016,41429,521.73,34.16,2000000,42018.07,17992.52
YSR Kadapa,Rice,Kharif,2018,21812,756.61,23.9,3300000,62274.14,304383.53
Chittoor,Chilies,Summer,2015,8529,427.66,29.57,2000000,20415.64,8084.49
Sri Potti Sriramulu Nellore,Groundnut,Summer,2010,21653,922.47,26.58,3100000,41530.96,72677.91
Krishna,Cotton,Kharif,2011,28860,602.33,36.31,4200000,23560.67,49543.36
Chittoor,Rice,Kharif,2013,14654,534.59,24.9,2000000,52092.74,230010.61
Vizianagaram,Chilies,Summer,2023,3108,1160.86,29.34,3300000,5721.52,16849.92
Sri Potti Sriramulu Nellore,Groundnut,Summer,2013,4947,999.19,31.41,3100000,7089.23,68167.01
Sri Potti Sriramulu Nellore,Maize,Kharif,2011,8899,1008.36,30.22,3100000,35213.17,207136.69
Anantapur,Maize,Summer,2017,14372,861.35,35.28,3300000,45487.76,152997.54
Vizianagaram,Maize,Summer,2011,38682,1055.26,25.7,3300000,142170.59,155278.78
East Godavari,Cotton,Kharif,2012,31373,983.25,28.04,2100000,29858.69,26604.58
Guntur,Maize,Kharif,2023,40435,838.9,34.67,2100000,130918.64,147717.21
Prakasam,Sugarcane,Rabi,2013,3263,1165.01,30.45,3300000,259910.47,685261.78
Visakhapatnam,Rice,Kharif,2018,27188,472.44,28.43,3600000,103812.81,523051.57
Guntur,Cotton,Summer,2019,37583,1149.04,22.47,2100000,22080.12,17647.84
Chittoor,Chilies,Kharif,2010,30295,661.29,34.05,2000000,43228.38,8829.64
Prakasam,Maize,Kharif,2017,1577,775.56,37.55,3300000,5749.85,185125.34
Kurnool,Rice,Kharif,2021,16029,410.47,31.92,4200000,62570.12,548704.66
East Godavari,Groundnut,Rabi,2023,36531,786.1,35.7,2100000,49221.0,44502.61
Kurnool,Maize,Rabi,2014,31066,850.09,30.27,4200000,136769.93,249547.85
Vizianagaram,Rice,Summer,2016,18613,1197.93,25.71,3300000,71612.81,270599.83
Kurnool,Sugarcane,Rabi,2017,49413,1177.67,22.23,4200000,4095116.91,943558.58
West Godavari,Groundnut,Kharif,2014,20560,1169.76,32.45,4300000,23428.88,83403.05
Krishna,Sugarcane,Rabi,2017,9945,613.55,29.89,4200000,728365.97,975624.88
Guntur,Chilies,Kharif,2019,30418,1192.14,34.51,2100000,44866.44,12264.87
Visakhapatnam,Rice,Rabi,2020,18071,709.93,33.11,3600000,50950.99,477796.05
West Godavari,Sugarcane,Rabi,2017,47622,1066.65,37.81,4300000,2984520.17,1012984.66
Anantapur,Chilies,Rabi,2018,18130,494.69,30.17,3300000,40771.96,20294.81
Visakhapatnam,Rice,Kharif,2011,21721,755.25,28.83,3600000,97639.02,421470.94
Kurnool,Rice,Rabi,2012,3712,1169.41,26.59,4200000,11764.42,627170.97
Chittoor,Sugarcane,Kharif,2010,18091,1152.33,29.63,2000000,1282436.05,541653.42
YSR Kadapa,Rice,Kharif,2013,16857,915.36,35.97,3300000,50470.14,438554.0
East Godavari,Maize,Summer,2014,42394,1018.03,22.68,2100000,187431.3,130103.57
Srikakulam,Rice,Rabi,2020,46836,458.78,37.65,3000000,150803.97,350957.85
Visakhapatnam,Cotton,Summer,2010,48487,949.49,37.89,3600000,38361.27,37487.88
Kurnool,Chilies,Summer,2017,35301,856.25,31.57,4200000,73474.63,28324.33
East Godavari,Rice,Kharif,2011,17553,382.4,27.3,2100000,68300.63,195872.55
Prakasam,Cotton,Rabi,2010,18404,401.84,25.57,3300000,10836.73,27244.28
Guntur,Rice,Kharif,2011,8093,397.6,26.42,2100000,29258.56,270631.29
Sri Potti Sriramulu Nellore,Rice,Kharif,2022,14156,951.92,22.8,3100000,47499.67,279432.82
Krishna,Sugarcane,Rabi,2014,14785,427.54,29.6,4200000,807529.11,1203449.74
East Godavari,Maize,Kharif,2018,49359,720.96,22.92,2100000,162849.56,140645.08
Chittoor,Chilies,Rabi,2018,26271,621.28,33.5,2000000,64644.21,12215.71
Vizianagaram,Maize,Rabi,2011,15694,795.45,27.95,3300000,76779.17,168258.3
Chittoor,Groundnut,Kharif,2011,37114,935.83,25.19,2000000,40083.02,49862.39
East Godavari,Sugarcane,Kharif,2012,5013,916.25,30.72,2100000,390787.73,476195.87
Chittoor,Sugarcane,Summer,2016,33799,763.97,37.58,2000000,2442852.03,401521.57
Guntur,Maize,Kharif,2020,25752,717.9,33.12,2100000,130190.73,153463.3
Chittoor,Sugarcane,Rabi,2012,12156,658.03,29.87,2000000,1059228.13,365329.04
Visakhapatnam,Maize,Summer,2010,11304,1075.72,34.43,3600000,47374.48,238926.35
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2023,41645,597.77,33.8,3100000,2283649.66,843216.74
Chittoor,Rice,Summer,2023,39938,533.43,36.27,2000000,136412.69,293251.25
Sri Potti Sriramulu Nellore,Maize,Kharif,2023,13078,968.98,25.27,3100000,59379.28,183611.68
YSR Kadapa,Maize,Kharif,2015,27078,623.79,35.74,3300000,137669.1,193778.08
Kurnool,Cotton,Kharif,2012,3315,1062.3,26.82,4200000,2435.33,60656.5
Anantapur,Sugarcane,Rabi,2010,28220,595.1,37.06,3300000,2312804.02,898105.09
Guntur,Sugarcane,Summer,2023,32731,931.75,26.5,2100000,2543208.9,560509.12
Anantapur,Maize,Rabi,2022,33833,340.6,36.83,3300000,101089.71,223145.33
Kurnool,Rice,Summer,2013,13420,647.01,37.42,4200000,48603.9,480995.24
YSR Kadapa,Rice,Kharif,2022,19312,608.91,24.33,3300000,54756.64,273567.7
Guntur,Chilies,Rabi,2010,22395,1035.01,37.59,2100000,49722.7,9857.25
East Godavari,Rice,Kharif,2010,41301,1170.35,23.37,2100000,154101.39,262519.84
East Godavari,Sugarcane,Rabi,2021,47972,714.79,25.5,2100000,4311148.65,452472.78
Sri Potti Sriramulu Nellore,Cotton,Kharif,2011,16317,1042.35,29.11,3100000,16463.59,37966.91
Kurnool,Maize,Rabi,2019,49225,929.73,37.9,4200000,138937.31,249096.65
Sri Potti Sriramulu Nellore,Groundnut,Rabi,2017,17968,1170.65,29.82,3100000,20160.57,68637.86
YSR Kadapa,Cotton,Summer,2011,23854,1030.0,30.81,3300000,22164.77,31822.22
Krishna,Groundnut,Kharif,2020,6244,369.73,33.11,4200000,10409.24,109474.84
Chittoor,Cotton,Summer,2011,31929,941.95,37.49,2000000,30155.47,28726.63
Srikakulam,Rice,Summer,2020,41922,781.95,34.53,3000000,126198.27,401692.38
Krishna,Sugarcane,Kharif,2020,25054,314.79,25.59,4200000,2121361.17,742582.48
Chittoor,Groundnut,Rabi,2019,19588,526.18,26.85,2000000,28366.9,47062.59
Guntur,Cotton,Summer,2019,45590,1129.58,23.56,2100000,31261.8,29079.88
Sri Potti Sriramulu Nellore,Sugarcane,Kharif,2017,35660,1133.46,32.31,3100000,1763227.44,752486.09
Guntur,Groundnut,Rabi,2021,8018,1018.97,24.89,2100000,14706.84,46523.33
YSR Kadapa,Maize,Summer,2015,11621,1183.6,26.12,3300000,47469.75,164865.1
West Godavari,Cotton,Summer,2021,1973,1025.89,36.21,4300000,2028.61,44344.76
West Godavari,Maize,Summer,2020,44602,309.18,27.23,4300000,201388.53,208444.6
West Godavari,Rice,Rabi,2013,40383,559.05,31.07,4300000,105758.07,402913.66
YSR Kadapa,Maize,Summer,2012,38097,327.56,28.36,3300000,160451.57,200013.92
Guntur,Maize,Rabi,2010,35245,384.7,23.18,2100000,100134.53,121439.78
Chittoor,Chilies,Summer,2020,26346,496.96,27.81,2000000,54518.78,13143.83
YSR Kadapa,Cotton,Kharif,2012,41097,753.2,28.53,3300000,29922.59,33513.17
West Godavari,Rice,Summer,2021,7444,1062.78,36.33,4300000,28294.06,482708.05
Kurnool,Maize,Kharif,2023,25881,1075.77,27.19,4200000,106106.36,268014.42
YSR Kadapa,Sugarcane,Kharif,2018,25846,854.58,28.07,3300000,1550158.14,973014.01
Vizianagaram,Groundnut,Kharif,2014,12406,1135.36,34.53,3300000,14839.01,68917.81
Chittoor,Maize,Rabi,2022,40611,750.06,34.14,2000000,153156.57,100874.62
West Godavari,Rice,Kharif,2015,26439,1100.13,34.77,4300000,119566.58,479235.8
Prakasam,Maize,Summer,2014,6972,708.66,37.26,3300000,26812.06,215607.44
East Godavari,Groundnut,Rabi,2010,49063,549.5,34.73,2100000,84580.12,61869.58
East Godavari,Rice,Kharif,2019,38873,1124.77,28.52,2100000,99889.79,246870.84
Krishna,Cotton,Rabi,2010,11931,649.14,35.14,4200000,8851.08,57485.74
East Godavari,Rice,Rabi,2013,8702,753.06,30.14,2100000,31924.84,236266.77
Chittoor,Cotton,Rabi,2012,20298,595.97,26.44,2000000,18685.82,16558.0
Visakhapatnam,Rice,Summer,2020,22540,896.55,26.85,3600000,80233.51,513341.25
Sri Potti Sriramulu Nellore,Groundnut,Kharif,2017,33040,1195.53,25.58,3100000,50014.83,62180.71
Chittoor,Groundnut,Rabi,2021,47904,322.96,24.32,2000000,83233.98,35882.64
Vizianagaram,Rice,Rabi,2021,32000,1109.86,24.95,3300000,99452.93,494113.31
Chittoor,Maize,Rabi,2016,30805,303.53,23.01,2000000,92953.02,104317.93
YSR Kadapa,Groundnut,Kharif,2020,3599,627.81,36.22,3300000,4903.41,59108.07
Srikakulam,Cotton,Rabi,2016,23100,451.75,36.9,3000000,14698.95,30542.39
Sri Potti Sriramulu Nellore,Cotton,Rabi,2017,31509,981.61,31.39,3100000,32254.29,35950.28
Prakasam,Sugarcane,Summer,2023,36003,345.55,35.45,3300000,2637417.23,568636.17
